sequence,sequence_index,bvec,TR,readout,spin,x,y,z,longitudinal,transverse,phase,Sx,Sy
dwi.json,1,0,1,1,28,-78.38915954507374,227.27924219039903,15.947223673130313,0.0,0.99999999999999,-0.09534776017164859,0.9999986153320714,-0.0016641315813069304
dwi.json,1,0,1,1,29,1.3480235792034099,324.08342938008263,279.9973052768595,-2.220446049250313e-16,0.999999999999989,139.20703608303407,-0.7570752918334052,0.6533276379392979
dwi.json,1,0,1,1,30,-464.7694304470931,-275.55054930258314,-99.8273925210768,0.0,0.9999999999999892,0.2651588804457781,0.9999892913107008,0.004627878985103989
dwi.json,1,0,1,1,31,391.5055165462544,185.70522974437674,68.10060550644974,0.0,0.9999999999999869,-83.06982918965582,0.1206595882940955,-0.9926939426392574
dwi.json,1,0,1,1,32,-437.63990655776314,274.4938069176316,3.1587720112973794,0.0,0.9999999999999879,-1.139087973502285,0.9998023826968714,-0.019879525991191384
dwi.json,1,0,1,1,33,-194.77096847923136,319.47626142036034,-97.19400244731972,0.0,0.9999999999999871,-0.4835023338748101,0.9999643943177371,-0.008438607511640144
dwi.json,1,0,1,1,34,274.0361119876439,-160.5387612549578,34.882504919076524,0.0,0.9999999999999876,-151.25919086266617,-0.876803900227609,-0.4808481262785873
dwi.json,1,0,1,1,35,106.7621106351131,-446.11809194817516,378.7993557969981,0.0,0.9999999999999892,115.818959533735,-0.4355289966811554,0.9001747014051688
dwi.json,1,0,1,1,36,215.38438001120633,449.983002319773,268.1845651918542,-2.220446049250313e-16,0.9999999999999875,-0.6615340524750764,0.9999333462905827,-0.011545690801871455
dwi.json,1,0,1,1,37,-430.6818577823637,353.15641376149966,500.5157678586461,-2.220446049250313e-16,0.9999999999999889,0.9340556403449091,0.9998671196951734,0.016301624227529416
dwi.json,1,0,1,1,38,153.53809634180288,-205.65377621937927,-391.95346801592194,0.0,0.9999999999999885,141.88144050855774,-0.7867351078068052,0.6172907500879885
dwi.json,1,0,1,1,39,-86.80829675922864,384.87075976326093,446.90249766952286,-2.220446049250313e-16,0.9999999999999886,0.75346122955722,0.9999135350089469,0.013150000223905554
dwi.json,1,0,1,1,40,263.2524016337768,257.22100486091256,-31.918418543548146,-2.220446049250313e-16,0.9999999999999882,0.3965308140109087,0.999976051578714,0.006920713042857148
dwi.json,1,0,1,1,41,488.98010184731106,-72.11938403328953,-365.89347020561775,-2.220446049250313e-16,0.9999999999999883,178.1279937336272,-0.9994662957007486,0.03266686024399063
dwi.json,1,0,1,1,42,-336.20825816660687,-522.1275055607788,-379.1414962324561,0.0,0.9999999999999876,-159.91367305752598,-0.9391762362594336,-0.3434355794694832
dwi.json,1,0,1,1,43,-305.9079285250574,-195.6835154344776,370.72130018799845,-2.220446049250313e-16,0.9999999999999883,171.20043666396145,-0.9882295473571462,0.15297830476988133
dwi.json,1,0,1,1,44,-345.25754929129596,389.51290316326066,55.05772061525696,0.0,0.9999999999999879,-1.2517190174760344,0.9997613721285165,-0.02184488039980782
dwi.json,1,0,1,1,45,381.7937743269847,349.9249707548173,-133.79610285376864,0.0,0.9999999999999887,-0.8301420131887198,0.9998950404572634,-0.014488204476222238
dwi.json,1,0,1,1,46,268.2697785848356,-318.14107876088684,204.71284849174046,-2.220446049250313e-16,0.9999999999999857,-114.27234193860193,-0.41107435422559274,-0.9116018183933066
dwi.json,1,0,1,1,47,-321.56994192346946,-438.54917006096184,-236.67288463957695,0.0,0.9999999999999866,93.20050279346857,-0.05583026670957741,0.998440274287406
dwi.json,1,0,1,1,48,380.44571621701215,-354.90288247892585,-171.5042340655545,0.0,0.9999999999999883,-1.2492679833825378,0.9997623057074585,-0.021802111972993105
dwi.json,1,0,1,1,49,-427.878406919055,118.34129670530042,-322.15909933595606,-2.220446049250313e-16,0.9999999999999883,0.43669295796042107,0.99997095475698,0.007621656144873501
dwi.json,1,0,1,1,50,379.2907609506206,-42.460679670139065,-221.2970921877727,0.0,0.9999999999999876,-0.5669611993772605,0.9999510415259862,-0.009895178172751689
dwi.json,1,0,1,1,51,-463.6576802777432,-103.83020728040232,111.10498371890627,-2.220446049250313e-16,0.9999999999999863,28.653689926346118,0.8775340241587217,0.4795143756382833
dwi.json,1,0,1,1,52,341.5899676799012,412.4300322845652,-450.6291186921725,0.0,0.9999999999999895,-0.6749508077792825,0.9999306152608092,-0.01177984143010701
dwi.json,1,0,1,1,53,-201.47282693547598,-91.84750512194269,458.8360681428385,0.0,0.9999999999999868,90.56460509103513,-0.009854058329556471,0.9999514475885373
dwi.json,1,0,1,1,54,362.9349202827407,487.86597023948065,-330.71934634347326,0.0,0.9999999999999892,-0.8302748968667402,0.999895006852695,-0.014490523490459381
dwi.json,1,0,1,1,55,-390.0901370592491,-337.0748834074372,93.24650286382094,-2.220446049250313e-16,0.9999999999999865,-2.0662148229382638,0.9993498274669239,-0.03605443581311901
dwi.json,1,0,1,1,56,97.72633413685817,-477.59721530161687,-63.40827105327173,-2.220446049250313e-16,0.9999999999999891,-0.821709540741324,0.9998971619211607,-0.014341045358912436
dwi.json,1,0,1,1,57,-222.51855206546506,263.799934347631,69.80015625703336,0.0,0.9999999999999899,-62.77837328176571,0.4574336113153972,-0.8892437749227902
dwi.json,1,0,1,1,58,242.42247633812576,141.4015952844739,90.29707516558545,-2.220446049250313e-16,0.9999999999999869,10.173410434215299,0.9842776826691512,0.17662798022799103
dwi.json,1,0,1,1,59,176.47577830033373,-314.6149704797756,-96.79150646213577,-2.220446049250313e-16,0.9999999999999895,-111.1629532145131,-0.3610216647907045,-0.9325574285542564
dwi.json,1,0,1,1,60,-496.51185805230773,-216.56288977211673,-326.5597358353447,0.0,0.9999999999999871,-96.99674893790325,-0.12181302441552298,-0.9925530651218188
dwi.json,1,0,1,1,61,-497.0165409590728,100.3400282640542,260.35710344507504,-2.220446049250313e-16,0.9999999999999882,-0.39867908627780935,0.9999757913876638,-0.006958206564337897
dwi.json,1,0,1,1,62,-350.05746255797754,-496.7192007168221,-272.3781309388176,0.0,0.9999999999999889,-1.6965357675132395,0.9995616519805843,-0.02960580837982719
dwi.json,1,0,1,1,63,-369.87086620106345,277.4397297210554,212.40817472528832,0.0,0.9999999999999877,-0.49476662789595593,0.9999627159708945,-0.008635199365831495
dwi.json,1,0,1,1,64,-466.5734014822845,-385.0538998343957,-73.63493861925977,0.0,0.999999999999987,-0.49187800862284803,0.9999631500515545,-0.008584785317435246
dwi.json,1,0,1,1,65,365.9103610866344,-337.06663994889345,267.01701996532233,-2.220446049250313e-16,0.9999999999999871,-153.19210496823138,-0.8925236816238127,-0.45100052964564163
dwi.json,1,0,1,1,66,-341.45368589195266,299.37870875672695,335.2815085990206,0.0,0.99999999999999,-170.09546595418948,-0.9850957176280989,-0.17200705540983113
dwi.json,1,0,1,1,67,395.01684560430107,-477.604810221611,393.40147568612605,-2.220446049250313e-16,0.999999999999988,-0.8444001479310259,0.9998914040871254,-0.014737029302166615
dwi.json,1,0,1,1,68,-370.73074912192175,-432.9326295020358,-401.8153200628444,0.0,0.9999999999999911,-1.555757874422568,0.999631377303588,-0.027149760774525182
dwi.json,1,0,1,1,69,-373.4586177559389,-27.29741324648593,-489.66859761191404,0.0,0.9999999999999883,-1.9211388134411322,0.9994379155860532,-0.033523915179790975
dwi.json,1,0,1,1,70,-115.6021600051519,425.0280054834609,-136.95243179697886,0.0,0.9999999999999868,-1.3051692283659122,0.9997405584014287,-0.022777530313296688
dwi.json,1,0,1,1,71,-94.98873006170219,-300.6392579958155,258.75683246866794,0.0,0.999999999999989,2.732432619184755,0.9988630500429649,0.04767187072942896
dwi.json,1,0,1,1,72,-205.15829307413028,474.3311787543112,-489.4526144833808,-2.220446049250313e-16,0.99999999999999,0.14929619318551524,0.9999966051392655,0.0026057071831057403
dwi.json,1,0,1,1,73,213.5313638937722,-1.3093608685971538,-500.9440358081506,-2.220446049250313e-16,0.9999999999999873,-14.27842991338531,0.9691086502149477,-0.2466341908141222
dwi.json,1,0,1,1,74,-374.2591877532675,-134.81648382107133,-204.77833599695626,0.0,0.9999999999999903,2.649654667766775,0.9989308813880325,0.04622871628446131
dwi.json,1,0,1,1,75,-54.12985498474389,365.995797759554,223.30695306789627,-2.220446049250313e-16,0.9999999999999891,-29.444431265072296,0.8708328671532447,-0.49157920774340896
dwi.json,1,0,1,1,76,-215.94888571090414,228.8077575667257,385.7561174192869,0.0,0.9999999999999839,-59.66157859640106,0.5051064861191611,-0.8630570303753522
dwi.json,1,0,1,1,77,419.82736400231494,-399.3810357945021,-270.4245552587624,-2.220446049250313e-16,0.9999999999999878,-1.2317578648082304,0.9997689219464244,-0.02149657437965412
dwi.json,1,0,1,1,78,405.60586496694833,182.98910976352275,88.16835304060812,0.0,0.9999999999999879,0.9664672800946014,0.9998577380514065,0.016867236249627795
dwi.json,1,0,1,1,79,-31.280780398667325,134.3735271820163,398.5274436243171,0.0,0.9999999999999868,40.68739573516696,0.7582777703200164,0.6519316091726785
dwi.json,1,0,1,1,80,-373.54123231700356,-331.94952699229424,72.54641537698981,-2.220446049250313e-16,0.9999999999999893,-147.6821135471776,-0.8450949792602043,-0.5346161950681757
dwi.json,1,0,1,1,81,389.9343332194095,350.1558984360606,-65.41775783327039,0.0,0.9999999999999881,-0.3643936882809271,0.9999797760972755,-0.006359826760135073
dwi.json,1,0,1,1,82,439.0758445947574,-381.4978778223093,-443.70923975640056,0.0,0.9999999999999862,-127.61808410459429,-0.6103952016415503,-0.7920970255044161
dwi.json,1,0,1,1,83,2.1325077653282998,33.258277102642616,207.4123847021717,-2.220446049250313e-16,0.9999999999999871,-0.30414476978819494,0.9999859108619282,-0.005308302705580482
dwi.json,1,0,1,1,84,482.5404389337843,-164.3363129491164,-419.780213387795,-2.220446049250313e-16,0.9999999999999868,1.095711480731488,0.999817146226143,0.019122607358436332
dwi.json,1,0,1,1,85,-22.814861465390315,425.9733500890847,-154.1157776044098,0.0,0.999999999999986,-167.1566963321807,-0.9749816313192259,-0.22228544394555616
dwi.json,1,0,1,1,86,-290.60563842516297,-482.871824837054,299.3203145127331,-2.220446049250313e-16,0.9999999999999877,-0.30016981631564477,0.9999862767243909,-0.005238927644600222
dwi.json,1,0,1,1,87,312.7577394902991,324.69134997961635,257.6828179041913,0.0,0.9999999999999882,-1.4430353232945095,0.9996828565788631,-0.025183055062889592
dwi.json,1,0,1,1,88,452.34402700389995,-200.92538666187966,25.36510551562385,0.0,0.9999999999999868,0.16934132521255663,0.9999956323248193,0.0029555593816676037
dwi.json,1,0,1,1,89,395.7116756865433,-195.86991559934768,-384.86526917745607,-2.220446049250313e-16,0.9999999999999871,-81.72242744948369,0.14396885706553658,-0.9895822190173069
dwi.json,1,0,1,1,90,-215.328475530362,-248.58357759449976,264.3696991763383,0.0,0.999999999999987,2.6988376384174706,0.9988908304066985,0.04708618618438336
dwi.json,1,0,1,1,91,-7.108808929759524,61.07154185682302,43.009373337133525,0.0,0.999999999999988,-168.83302180020908,-0.9810669372812838,-0.19366895614294424
dwi.json,1,0,1,1,92,-20.64025815237612,-440.35587839168574,-292.9158425790924,-2.220446049250313e-16,0.9999999999999879,0.3705452470801091,0.9999790875112614,0.006467189507110733
dwi.json,1,0,1,1,93,-492.7353496153488,454.1602879219626,198.35742796467756,0.0,0.999999999999987,-1.4054689106693559,0.9996991531635707,-0.024527600045938604
dwi.json,1,0,1,1,94,117.6949914762965,-404.37257827404324,-399.157948585588,-2.220446049250313e-16,0.9999999999999897,-0.8120133770732991,0.9998995745380601,-0.014171832576831933
dwi.json,1,0,1,1,95,-248.73232725214638,160.04973023304453,-436.04578977979594,0.0,0.9999999999999891,-175.2575967467371,-0.9965764731328262,-0.08267607391570801
dwi.json,1,0,1,1,96,-167.68272956310952,326.1090490858547,382.23089733352026,0.0,0.999999999999989,107.87027271181994,-0.3068628521100682,0.9517537444081071
dwi.json,1,0,1,1,97,-397.8992706125346,-404.3736408641416,-303.1203004473659,0.0,0.9999999999999896,0.16861662158417093,0.9999956696281181,0.0029429109722594327
dwi.json,1,0,1,1,98,-367.9059267652388,118.28981737893743,-56.82074956329776,0.0,0.9999999999999867,-1.1046424831150148,0.9998141533357912,-0.01927845402018474
dwi.json,1,0,1,1,99,-268.0631991221647,-189.4395283942528,-73.01410946307877,-2.220446049250313e-16,0.9999999999999898,-0.6679025036414146,0.9999320568051637,-0.011656833762838728
dwi.json,1,0,1,1,100,-434.932863710313,-106.38489728541273,374.00563881328736,0.0,0.9999999999999873,72.05687347091194,0.3080727957034748,0.9513627870310147
dwi.json,1,0,1,1,101,137.303364428786,-388.2791643403819,-227.03007341915438,0.0,0.9999999999999868,1.0637266784769608,0.9998276654445081,0.01856446637418699
dwi.json,1,0,1,1,102,468.96527304445675,386.95487288122166,119.44894108339052,-2.220446049250313e-16,0.9999999999999881,-17.532687838558672,0.9535452397601899,-0.30124985598446063
dwi.json,1,0,1,1,103,-152.35324215411657,-388.307580478572,256.80726702945674,-2.220446049250313e-16,0.9999999999999886,1.8641390586208424,0.9994707717223307,0.032529624540498396
dwi.json,1,0,1,1,104,405.6172008814767,-171.6260133670211,408.18563488022073,-2.220446049250313e-16,0.9999999999999889,34.31149271092686,0.8259852426412762,0.5636917410596061
dwi.json,1,0,1,1,105,-316.2096534967073,-353.46445587715914,-182.3172580043684,-2.220446049250313e-16,0.9999999999999886,-83.17467865143942,0.118842788803096,-0.9929130835825862
dwi.json,1,0,1,1,106,414.8151873855729,241.3196478523527,-305.3843792027004,-2.220446049250313e-16,0.999999999999988,-102.42151545752535,-0.21510206766941922,-0.9765915730152072
dwi.json,1,0,1,1,107,-290.0800806797815,105.24877046092318,-179.64116098090227,-2.220446049250313e-16,0.9999999999999881,-0.9340196134024268,0.9998671299452532,-0.01630099552231371
dwi.json,1,0,1,1,108,224.88963512989767,-385.1798591161356,313.2825930411173,0.0,0.999999999999986,-0.3393671474284474,0.9999824586478977,-0.005923039462777321
dwi.json,1,0,1,1,109,104.62094836812545,-319.17564763967226,333.01265576654345,0.0,0.9999999999999876,1.0497965783279002,0.9998321494009491,0.018321381614203058
dwi.json,1,0,1,1,110,381.1336426299576,375.4845038830147,-266.4758739963476,-2.220446049250313e-16,0.9999999999999872,177.3540467255295,-0.9989338657479933,0.0461641837547761
dwi.json,1,0,1,1,111,180.69667172138836,255.78690335380105,-135.94059273524226,0.0,0.9999999999999877,-23.436269222378712,0.917503040319243,-0.3977287656241637
dwi.json,1,0,1,1,112,434.42973016101195,204.41268724752092,453.9357128030675,0.0,0.999999999999987,-0.43304610102637753,0.9999714378472262,-0.007558008317348927
dwi.json,1,0,1,1,113,69.11170790226458,-148.21155070024244,-43.91726799890778,0.0,0.9999999999999898,107.38751522500353,-0.2988328557804479,0.954305466979039
dwi.json,1,0,1,1,114,431.0530196452885,431.08649294005045,357.33641502285803,0.0,0.9999999999999875,78.50306047906905,0.19931559102702154,0.979935352548077
dwi.json,1,0,1,1,115,479.7533796091383,-142.26691641529266,-140.5757073307221,0.0,0.9999999999999847,-0.3485179060714927,0.9999814999205734,-0.006082747452388806
dwi.json,1,0,1,1,116,-50.05055660927074,-266.2537933321202,196.07943063146791,0.0,0.9999999999999879,153.12472341281958,-0.8919926743936933,0.45204985214903276
dwi.json,1,0,1,1,117,72.25382581898624,-167.3076363722428,-409.3085317530157,-2.220446049250313e-16,0.9999999999999886,-0.3929939953325743,0.9999764768831187,-0.00685898537704342
dwi.json,1,0,1,1,118,-145.65971738059898,-91.50287520079921,-334.2339465098544,0.0,0.9999999999999897,-32.996036754734575,0.8387082395354541,-0.5445810214608278
dwi.json,1,0,1,1,119,-407.2649811951715,175.75981875378804,-24.58086348705116,-2.220446049250313e-16,0.9999999999999891,1.1661759612881788,0.9997928724269671,0.020352204898056454
dwi.json,1,0,1,1,120,157.960057691825,-170.206417399977,300.97471595534887,0.0,0.9999999999999888,-1.739772271961158,0.9995390262661757,-0.030360088452487204
dwi.json,1,0,1,1,121,-284.39940916956834,294.00109519905135,-400.1775189086224,0.0,0.9999999999999885,168.86828729598489,-0.9811859544920152,0.1930650737641845
dwi.json,1,0,1,1,122,-445.73946295918256,-296.1310999747538,-63.50998193452193,-2.220446049250313e-16,0.9999999999999879,-33.58899274030233,0.8330275390072474,-0.5532315240977368
dwi.json,1,0,1,1,123,-424.2826685732165,3.8726206326717634,-474.6194952645958,0.0,0.9999999999999875,75.88921347835051,0.24379759588149516,0.9698261350584331
dwi.json,1,0,1,1,124,-413.88712819011045,31.143798759252423,52.02378861532361,0.0,0.9999999999999856,45.189322353650894,0.7047664333897021,0.7094394085241739
dwi.json,1,0,1,1,125,-230.58427722858798,432.79034822760735,410.3378539408457,0.0,0.9999999999999873,0.9584348863221045,0.9998600928727676,0.016727064310135226
dwi.json,1,0,1,1,126,216.39976324606724,-344.94032491326965,109.32073094605536,-2.220446049250313e-16,0.9999999999999887,-54.07138183715182,0.5867768841188044,-0.809748657463416
dwi.json,1,0,1,1,127,485.34001947271935,195.79617078698402,3.0754609236423445,-2.220446049250313e-16,0.9999999999999893,-1.751084766422423,0.9995330124796572,-0.030557437119628703
dwi.json,1,0,1,1,128,-200.40823589740006,-341.2142223135091,-245.1569234695307,-2.220446049250313e-16,0.9999999999999862,74.4113725547775,0.2687286386016657,0.9632159253227014
dwi.json,1,0,1,1,129,59.90792241610592,-271.43868282801327,-18.805989421791555,-2.220446049250313e-16,0.999999999999987,116.47117247711337,-0.4457474836827512,0.8951587461397389
dwi.json,1,0,1,1,130,48.12034105378144,-501.7140933032404,23.077965565250384,0.0,0.9999999999999903,22.41312758365697,0.9244586986696285,0.3812821979243692
dwi.json,1,0,1,1,131,188.37373736955487,106.97320629008325,-98.53522522084356,0.0,0.9999999999999879,15.905704339161721,0.96171402953997,0.27405496781844585
dwi.json,1,0,1,1,132,-289.5798001590352,-477.0904373373476,-323.95456823520357,-2.220446049250313e-16,0.9999999999999885,0.10194465984054268,0.9999984170995947,0.0017792690302406095
dwi.json,1,0,1,1,133,-293.0010148703068,136.22544178792265,210.0277695676132,0.0,0.9999999999999877,-78.71349944116218,0.19571509648491603,-0.9806607981396398
dwi.json,1,0,1,1,134,103.63801247083033,441.3279068334852,136.16084565077324,-2.220446049250313e-16,0.9999999999999878,-64.64521215238915,0.4282221772207387,-0.903673484692511
dwi.json,1,0,1,1,135,-116.31796399729558,107.19326748345821,340.54128374960993,0.0,0.9999999999999887,-9.355344223486668,0.9866991566234484,-0.16255698791055678
dwi.json,1,0,1,1,136,-527.82177330692,253.96375715078173,-300.91296913388294,-2.220446049250313e-16,0.9999999999999878,105.6253176755897,-0.26934539353839126,0.963043643341061
dwi.json,1,0,1,1,137,214.5741239289313,256.43334223902923,310.42572924169605,-2.220446049250313e-16,0.9999999999999869,65.89639600067514,0.4083878783535321,0.9128084907656558
dwi.json,1,0,1,1,138,-423.46736984178284,17.99109999206961,135.48774832259267,0.0,0.999999999999988,2.405121748224079,0.9991190827848924,0.04196496652031902
dwi.json,1,0,1,1,139,322.6392616214838,87.199618793159,-413.1822726810415,-2.220446049250313e-16,0.9999999999999883,0.7291363473065607,0.9999190277187232,0.01272548647478251
dwi.json,1,0,1,1,140,-134.3744954279607,124.7485464911834,-83.44544180180363,-2.220446049250313e-16,0.9999999999999883,2.156671250017121,0.9992916606650419,0.037632126239149126
dwi.json,1,0,1,1,141,-52.192173777199464,340.8193863910733,230.77045989636161,0.0,0.999999999999988,0.9035245701455877,0.9998756643486323,0.01576882504682383
dwi.json,1,0,1,1,142,474.5675972614353,170.18401382321773,-84.29273851767003,0.0,0.9999999999999873,-0.10101153431247667,0.9999984459443512,-0.001762982942985557
dwi.json,1,0,1,1,143,123.65331295247834,473.4048985423001,-322.13487669469555,0.0,0.9999999999999878,-99.60048347164809,-0.1667770667144124,-0.9859946298120047
dwi.json,1,0,1,1,144,170.20024388058724,0.2262695471374135,478.2781624957488,-2.220446049250313e-16,0.9999999999999897,-0.1734731384507313,0.9999954165881817,-0.003027672804034228
dwi.json,1,0,1,1,145,-384.80805531069416,-297.8922656240297,150.92809087953208,-2.220446049250313e-16,0.9999999999999888,-0.9572820880729864,0.9998604292210134,-0.01670694699664117
dwi.json,1,0,1,1,146,499.25058896023984,-160.8179580292011,416.829629939245,0.0,0.9999999999999883,114.87106246239485,-0.4205776522932947,0.9072565449702952
dwi.json,1,0,1,1,147,-19.39978885225849,-86.95523690620702,-147.80262645597452,-2.220446049250313e-16,0.9999999999999893,1.1457903050918843,0.9998000503940357,0.019996480491881956
dwi.json,1,0,1,1,148,491.7842205083396,-491.0911783773803,266.41065812747814,0.0,0.99999999999999,158.9014672375761,-0.9329627533634166,0.35997291680976873
dwi.json,1,0,1,1,149,-367.98420154032254,-424.5083517696648,140.92835115254658,0.0,0.9999999999999873,-1.603219841634882,0.9996085443541101,-0.027977813607069052
dwi.json,1,0,1,1,150,463.008951837502,-160.06772381053725,-384.984915888912,-2.220446049250313e-16,0.999999999999989,-1.4730018068642607,0.9996695487657113,-0.025705899527873836
dwi.json,1,0,1,1,151,-372.5982716479935,-299.2857029298076,-142.69467294280807,0.0,0.9999999999999877,0.4647345617119231,0.9999671048173739,0.008111059310256394
dwi.json,1,0,1,1,152,500.58761408294066,62.96588670639218,-85.7142208625336,0.0,0.9999999999999881,1.6684167880200214,0.9995760612120921,0.02911525118724303
dwi.json,1,0,1,1,153,-314.39621808798086,-146.13672766023922,-45.73216577310926,-2.220446049250313e-16,0.9999999999999866,60.24964665656504,0.49622185785335043,0.8681957543023016
dwi.json,1,0,1,1,154,327.81618532973187,78.72805720501285,165.82511829637167,0.0,0.9999999999999866,-29.022478248094785,0.874429439597519,-0.4851527132410393
dwi.json,1,0,1,1,155,162.92913721685937,-332.2127181818971,-383.11760443559945,-2.220446049250313e-16,0.9999999999999878,-0.9873259525715525,0.9998515312341216,-0.017231235845341974
dwi.json,1,0,1,1,156,-24.254508657605257,11.32695358586713,234.43968548388665,0.0,0.9999999999999881,114.1980624098274,-0.40989218814197304,0.9121339781524211
dwi.json,1,0,1,1,157,-356.4544888600072,-416.3568964216824,-277.4755884656294,-2.220446049250313e-16,0.99999999999999,-121.64596641912331,-0.5246690482849715,-0.8513062843487779
dwi.json,1,0,1,1,158,-356.57076354876057,24.165321115014823,-279.9049003979451,0.0,0.9999999999999886,140.13034010557877,-0.7675047141025991,0.6410433010571632
dwi.json,1,0,1,1,159,-176.82925993346387,69.33299268653882,166.39285580905474,-2.220446049250313e-16,0.9999999999999896,-0.7214496597625839,0.9999207259461563,-0.012591339217530962
dwi.json,1,0,1,1,160,-129.90446144756606,-280.1834660302754,318.42483992824486,-2.220446049250313e-16,0.9999999999999882,-0.7091321693933423,0.9999234097353081,-0.012376375208092318
dwi.json,1,0,1,1,161,307.1689588757999,-368.77627114990406,-149.25442856013626,0.0,0.9999999999999901,160.56666559921882,-0.9430292486233071,0.33270983790826086
dwi.json,1,0,1,1,162,-235.71314909237418,-354.21391959542524,77.25685180194452,0.0,0.9999999999999855,-14.761118271133284,0.9669965150872368,-0.2547895990991592
